DEP;PDEP;ARR;PARR;D
21.08.2015 08:50;CALAIS;21.08.2015 09:20;DOVER;28
14.08.2015 09:50;CALAIS;14.08.2015 10:20;DOVER;28
21.08.2015 09:50;CALAIS;21.08.2015 10:20;DOVER;28
14.08.2015 10:45;CALAIS;14.08.2015 11:15;DOVER;28
21.08.2015 10:45;CALAIS;21.08.2015 11:15;DOVER;28
14.08.2015 11:35;CALAIS;14.08.2015 12:05;DOVER;28
21.08.2015 11:35;CALAIS;21.08.2015 12:05;DOVER;28
14.08.2015 12:35;CALAIS;14.08.2015 13:05;DOVER;28
21.08.2015 12:35;CALAIS;21.08.2015 13:05;DOVER;28
14.08.2015 13:25;CALAIS;14.08.2015 13:55;DOVER;28
21.08.2015 13:25;CALAIS;21.08.2015 13:55;DOVER;28
14.08.2015 14:20;CALAIS;14.08.2015 14:50;DOVER;28
21.08.2015 14:20;CALAIS;21.08.2015 14:50;DOVER;28
14.08.2015 15:20;CALAIS;14.08.2015 15:50;DOVER;28
21.08.2015 15:20;CALAIS;21.08.2015 15:50;DOVER;28
14.08.2015 16:05;CALAIS;14.08.2015 16:35;DOVER;28
21.08.2015 16:05;CALAIS;21.08.2015 16:35;DOVER;28
14.08.2015 17:15;CALAIS;14.08.2015 17:45;DOVER;28
21.08.2015 17:15;CALAIS;21.08.2015 17:45;DOVER;28
14.08.2015 17:55;CALAIS;14.08.2015 18:25;DOVER;28
21.08.2015 17:55;CALAIS;21.08.2015 18:25;DOVER;28
14.08.2015 18:50;CALAIS;14.08.2015 19:20;DOVER;28
21.08.2015 18:50;CALAIS;21.08.2015 19:20;DOVER;28
14.08.2015 19:55;CALAIS;14.08.2015 20:25;DOVER;28
21.08.2015 19:55;CALAIS;21.08.2015 20:25;DOVER;28
14.08.2015 20:35;CALAIS;14.08.2015 21:05;DOVER;28
21.08.2015 20:35;CALAIS;21.08.2015 21:05;DOVER;28
14.08.2015 21:45;CALAIS;14.08.2015 22:15;DOVER;28
21.08.2015 21:45;CALAIS;21.08.2015 22:15;DOVER;28
14.08.2015 23:35;CALAIS;15.08.2015 00:05;DOVER;28
21.08.2015 23:35;CALAIS;22.08.2015 00:05;DOVER;28
15.08.2015 01:20;CALAIS;15.08.2015 01:50;DOVER;28
22.08.2015 01:20;CALAIS;22.08.2015 01:50;DOVER;28
15.08.2015 04:35;CALAIS;15.08.2015 05:05;DOVER;28
22.08.2015 04:35;CALAIS;22.08.2015 05:05;DOVER;28
15.08.2015 06:45;CALAIS;15.08.2015 07:15;DOVER;28
22.08.2015 06:45;CALAIS;22.08.2015 07:15;DOVER;28
15.08.2015 07:45;CALAIS;15.08.2015 08:15;DOVER;28
22.08.2015 07:45;CALAIS;22.08.2015 08:15;DOVER;28
15.08.2015 08:50;CALAIS;15.08.2015 09:20;DOVER;28
22.08.2015 08:50;CALAIS;22.08.2015 09:20;DOVER;28
15.08.2015 09:50;CALAIS;15.08.2015 10:20;DOVER;28
22.08.2015 09:50;CALAIS;22.08.2015 10:20;DOVER;28
15.08.2015 10:45;CALAIS;15.08.2015 11:15;DOVER;28
22.08.2015 10:45;CALAIS;22.08.2015 11:15;DOVER;28
15.08.2015 11:35;CALAIS;15.08.2015 12:05;DOVER;28
22.08.2015 11:35;CALAIS;22.08.2015 12:05;DOVER;28
15.08.2015 12:35;CALAIS;15.08.2015 13:05;DOVER;28
22.08.2015 12:35;CALAIS;22.08.2015 13:05;DOVER;28
15.08.2015 13:25;CALAIS;15.08.2015 13:55;DOVER;28
22.08.2015 13:25;CALAIS;22.08.2015 13:55;DOVER;28
15.08.2015 14:20;CALAIS;15.08.2015 14:50;DOVER;28
22.08.2015 14:20;CALAIS;22.08.2015 14:50;DOVER;28
15.08.2015 15:20;CALAIS;15.08.2015 15:50;DOVER;28
22.08.2015 15:20;CALAIS;22.08.2015 15:50;DOVER;28
15.08.2015 16:05;CALAIS;15.08.2015 16:35;DOVER;28
22.08.2015 16:05;CALAIS;22.08.2015 16:35;DOVER;28
15.08.2015 17:15;CALAIS;15.08.2015 17:45;DOVER;28
22.08.2015 17:15;CALAIS;22.08.2015 17:45;DOVER;28
15.08.2015 17:55;CALAIS;15.08.2015 18:25;DOVER;28
22.08.2015 17:55;CALAIS;22.08.2015 18:25;DOVER;28
15.08.2015 18:50;CALAIS;15.08.2015 19:20;DOVER;28
22.08.2015 18:50;CALAIS;22.08.2015 19:20;DOVER;28
15.08.2015 19:55;CALAIS;15.08.2015 20:25;DOVER;28
22.08.2015 19:55;CALAIS;22.08.2015 20:25;DOVER;28
15.08.2015 20:35;CALAIS;15.08.2015 21:05;DOVER;28
22.08.2015 20:35;CALAIS;22.08.2015 21:05;DOVER;28
15.08.2015 21:45;CALAIS;15.08.2015 22:15;DOVER;28
22.08.2015 21:45;CALAIS;22.08.2015 22:15;DOVER;28
15.08.2015 23:35;CALAIS;16.08.2015 00:05;DOVER;28
22.08.2015 23:35;CALAIS;23.08.2015 00:05;DOVER;28
16.08.2015 01:20;CALAIS;16.08.2015 01:50;DOVER;28
23.08.2015 01:20;CALAIS;23.08.2015 01:50;DOVER;28
16.08.2015 04:35;CALAIS;16.08.2015 05:05;DOVER;28
23.08.2015 04:35;CALAIS;23.08.2015 05:05;DOVER;28
16.08.2015 06:45;CALAIS;16.08.2015 07:15;DOVER;28
23.08.2015 06:45;CALAIS;23.08.2015 07:15;DOVER;28
16.08.2015 07:45;CALAIS;16.08.2015 08:15;DOVER;28
23.08.2015 07:45;CALAIS;23.08.2015 08:15;DOVER;28
16.08.2015 08:50;CALAIS;16.08.2015 09:20;DOVER;28
23.08.2015 08:50;CALAIS;23.08.2015 09:20;DOVER;28
16.08.2015 09:50;CALAIS;16.08.2015 10:20;DOVER;28
23.08.2015 09:50;CALAIS;23.08.2015 10:20;DOVER;28
16.08.2015 10:45;CALAIS;16.08.2015 11:15;DOVER;28
23.08.2015 10:45;CALAIS;23.08.2015 11:15;DOVER;28
16.08.2015 11:35;CALAIS;16.08.2015 12:05;DOVER;28
23.08.2015 11:35;CALAIS;23.08.2015 12:05;DOVER;28
16.08.2015 12:35;CALAIS;16.08.2015 13:05;DOVER;28
23.08.2015 12:35;CALAIS;23.08.2015 13:05;DOVER;28
16.08.2015 13:25;CALAIS;16.08.2015 13:55;DOVER;28
23.08.2015 13:25;CALAIS;23.08.2015 13:55;DOVER;28
16.08.2015 14:20;CALAIS;16.08.2015 14:50;DOVER;28
23.08.2015 14:20;CALAIS;23.08.2015 14:50;DOVER;28
16.08.2015 15:20;CALAIS;16.08.2015 15:50;DOVER;28
23.08.2015 15:20;CALAIS;23.08.2015 15:50;DOVER;28
16.08.2015 16:05;CALAIS;16.08.2015 16:35;DOVER;28
23.08.2015 16:05;CALAIS;23.08.2015 16:35;DOVER;28
16.08.2015 17:15;CALAIS;16.08.2015 17:45;DOVER;28
23.08.2015 17:15;CALAIS;23.08.2015 17:45;DOVER;28
16.08.2015 17:55;CALAIS;16.08.2015 18:25;DOVER;28
23.08.2015 17:55;CALAIS;23.08.2015 18:25;DOVER;28
16.08.2015 18:50;CALAIS;16.08.2015 19:20;DOVER;28
23.08.2015 18:50;CALAIS;23.08.2015 19:20;DOVER;28
16.08.2015 19:55;CALAIS;16.08.2015 20:25;DOVER;28
23.08.2015 19:55;CALAIS;23.08.2015 20:25;DOVER;28
16.08.2015 20:35;CALAIS;16.08.2015 21:05;DOVER;28
23.08.2015 20:35;CALAIS;23.08.2015 21:05;DOVER;28
16.08.2015 21:45;CALAIS;16.08.2015 22:15;DOVER;28
23.08.2015 21:45;CALAIS;23.08.2015 22:15;DOVER;28
16.08.2015 23:35;CALAIS;17.08.2015 00:05;DOVER;28
23.08.2015 23:35;CALAIS;24.08.2015 00:05;DOVER;28
10.08.2015 00:50;DOVER;10.08.2015 03:20;CALAIS;28
17.08.2015 00:50;DOVER;17.08.2015 03:20;CALAIS;28
10.08.2015 02:20;DOVER;10.08.2015 04:50;CALAIS;28
17.08.2015 02:20;DOVER;17.08.2015 04:50;CALAIS;28
10.08.2015 03:20;DOVER;10.08.2015 05:50;CALAIS;28
17.08.2015 03:20;DOVER;17.08.2015 05:50;CALAIS;28
10.08.2015 04:20;DOVER;10.08.2015 06:50;CALAIS;28
17.08.2015 04:20;DOVER;17.08.2015 06:50;CALAIS;28
10.08.2015 06:40;DOVER;10.08.2015 09:10;CALAIS;28
17.08.2015 06:40;DOVER;17.08.2015 09:10;CALAIS;28
10.08.2015 07:35;DOVER;10.08.2015 10:05;CALAIS;28
17.08.2015 07:35;DOVER;17.08.2015 10:05;CALAIS;28
10.08.2015 08:25;DOVER;10.08.2015 10:55;CALAIS;28
17.08.2015 08:25;DOVER;17.08.2015 10:55;CALAIS;28
10.08.2015 09:25;DOVER;10.08.2015 11:55;CALAIS;28
17.08.2015 09:25;DOVER;17.08.2015 11:55;CALAIS;28
10.08.2015 11:10;DOVER;10.08.2015 13:40;CALAIS;28
17.08.2015 11:10;DOVER;17.08.2015 13:40;CALAIS;28
10.08.2015 12:05;DOVER;10.08.2015 14:35;CALAIS;28
17.08.2015 12:05;DOVER;17.08.2015 14:35;CALAIS;28
10.08.2015 12:55;DOVER;10.08.2015 15:25;CALAIS;28
17.08.2015 12:55;DOVER;17.08.2015 15:25;CALAIS;28
10.08.2015 13:55;DOVER;10.08.2015 16:25;CALAIS;28
17.08.2015 13:55;DOVER;17.08.2015 16:25;CALAIS;28
10.08.2015 15:40;DOVER;10.08.2015 18:10;CALAIS;28
17.08.2015 15:40;DOVER;17.08.2015 18:10;CALAIS;28
10.08.2015 16:40;DOVER;10.08.2015 19:10;CALAIS;28
17.08.2015 16:40;DOVER;17.08.2015 19:10;CALAIS;28
10.08.2015 17:25;DOVER;10.08.2015 19:55;CALAIS;28
17.08.2015 17:25;DOVER;17.08.2015 19:55;CALAIS;28
10.08.2015 18:35;DOVER;10.08.2015 21:05;CALAIS;28
17.08.2015 18:35;DOVER;17.08.2015 21:05;CALAIS;28
10.08.2015 20:15;DOVER;10.08.2015 22:45;CALAIS;28
17.08.2015 20:15;DOVER;17.08.2015 22:45;CALAIS;28
10.08.2015 21:20;DOVER;10.08.2015 23:50;CALAIS;28
17.08.2015 21:20;DOVER;17.08.2015 23:50;CALAIS;28
10.08.2015 22:05;DOVER;11.08.2015 00:35;CALAIS;28
17.08.2015 22:05;DOVER;18.08.2015 00:35;CALAIS;28
10.08.2015 23:15;DOVER;11.08.2015 01:45;CALAIS;28
17.08.2015 23:15;DOVER;18.08.2015 01:45;CALAIS;28
11.08.2015 00:50;DOVER;11.08.2015 03:20;CALAIS;28
18.08.2015 00:50;DOVER;18.08.2015 03:20;CALAIS;28
11.08.2015 02:20;DOVER;11.08.2015 04:50;CALAIS;28
18.08.2015 02:20;DOVER;18.08.2015 04:50;CALAIS;28
11.08.2015 03:20;DOVER;11.08.2015 05:50;CALAIS;28
18.08.2015 03:20;DOVER;18.08.2015 05:50;CALAIS;28
11.08.2015 04:20;DOVER;11.08.2015 06:50;CALAIS;28
18.08.2015 04:20;DOVER;18.08.2015 06:50;CALAIS;28
11.08.2015 06:40;DOVER;11.08.2015 09:10;CALAIS;28
18.08.2015 06:40;DOVER;18.08.2015 09:10;CALAIS;28
11.08.2015 07:35;DOVER;11.08.2015 10:05;CALAIS;28
18.08.2015 07:35;DOVER;18.08.2015 10:05;CALAIS;28
11.08.2015 08:25;DOVER;11.08.2015 10:55;CALAIS;28
18.08.2015 08:25;DOVER;18.08.2015 10:55;CALAIS;28
11.08.2015 09:25;DOVER;11.08.2015 11:55;CALAIS;28
18.08.2015 09:25;DOVER;18.08.2015 11:55;CALAIS;28
11.08.2015 11:10;DOVER;11.08.2015 13:40;CALAIS;28
18.08.2015 11:10;DOVER;18.08.2015 13:40;CALAIS;28
11.08.2015 12:05;DOVER;11.08.2015 14:35;CALAIS;28
18.08.2015 12:05;DOVER;18.08.2015 14:35;CALAIS;28
11.08.2015 12:55;DOVER;11.08.2015 15:25;CALAIS;28
18.08.2015 12:55;DOVER;18.08.2015 15:25;CALAIS;28
11.08.2015 13:55;DOVER;11.08.2015 16:25;CALAIS;28
18.08.2015 13:55;DOVER;18.08.2015 16:25;CALAIS;28
11.08.2015 15:40;DOVER;11.08.2015 18:10;CALAIS;28
18.08.2015 15:40;DOVER;18.08.2015 18:10;CALAIS;28
11.08.2015 16:40;DOVER;11.08.2015 19:10;CALAIS;28
18.08.2015 16:40;DOVER;18.08.2015 19:10;CALAIS;28
11.08.2015 17:25;DOVER;11.08.2015 19:55;CALAIS;28
18.08.2015 17:25;DOVER;18.08.2015 19:55;CALAIS;28
11.08.2015 18:35;DOVER;11.08.2015 21:05;CALAIS;28
18.08.2015 18:35;DOVER;18.08.2015 21:05;CALAIS;28
11.08.2015 20:15;DOVER;11.08.2015 22:45;CALAIS;28
18.08.2015 20:15;DOVER;18.08.2015 22:45;CALAIS;28
11.08.2015 21:20;DOVER;11.08.2015 23:50;CALAIS;28
18.08.2015 21:20;DOVER;18.08.2015 23:50;CALAIS;28
11.08.2015 22:05;DOVER;12.08.2015 00:35;CALAIS;28
18.08.2015 22:05;DOVER;19.08.2015 00:35;CALAIS;28
11.08.2015 23:15;DOVER;12.08.2015 01:45;CALAIS;28
18.08.2015 23:15;DOVER;19.08.2015 01:45;CALAIS;28
12.08.2015 00:50;DOVER;12.08.2015 03:20;CALAIS;28
19.08.2015 00:50;DOVER;19.08.2015 03:20;CALAIS;28
12.08.2015 02:20;DOVER;12.08.2015 04:50;CALAIS;28
19.08.2015 02:20;DOVER;19.08.2015 04:50;CALAIS;28
12.08.2015 03:20;DOVER;12.08.2015 05:50;CALAIS;28
19.08.2015 03:20;DOVER;19.08.2015 05:50;CALAIS;28
12.08.2015 04:20;DOVER;12.08.2015 06:50;CALAIS;28
19.08.2015 04:20;DOVER;19.08.2015 06:50;CALAIS;28
12.08.2015 06:40;DOVER;12.08.2015 09:10;CALAIS;28
19.08.2015 06:40;DOVER;19.08.2015 09:10;CALAIS;28
12.08.2015 07:35;DOVER;12.08.2015 10:05;CALAIS;28
19.08.2015 07:35;DOVER;19.08.2015 10:05;CALAIS;28
12.08.2015 08:25;DOVER;12.08.2015 10:55;CALAIS;28
19.08.2015 08:25;DOVER;19.08.2015 10:55;CALAIS;28
12.08.2015 09:25;DOVER;12.08.2015 11:55;CALAIS;28
19.08.2015 09:25;DOVER;19.08.2015 11:55;CALAIS;28
12.08.2015 11:10;DOVER;12.08.2015 13:40;CALAIS;28
19.08.2015 11:10;DOVER;19.08.2015 13:40;CALAIS;28
12.08.2015 12:05;DOVER;12.08.2015 14:35;CALAIS;28
19.08.2015 12:05;DOVER;19.08.2015 14:35;CALAIS;28
12.08.2015 12:55;DOVER;12.08.2015 15:25;CALAIS;28
19.08.2015 12:55;DOVER;19.08.2015 15:25;CALAIS;28
12.08.2015 13:55;DOVER;12.08.2015 16:25;CALAIS;28
19.08.2015 13:55;DOVER;19.08.2015 16:25;CALAIS;28
12.08.2015 15:40;DOVER;12.08.2015 18:10;CALAIS;28
19.08.2015 15:40;DOVER;19.08.2015 18:10;CALAIS;28
12.08.2015 16:40;DOVER;12.08.2015 19:10;CALAIS;28
19.08.2015 16:40;DOVER;19.08.2015 19:10;CALAIS;28
12.08.2015 17:25;DOVER;12.08.2015 19:55;CALAIS;28
19.08.2015 17:25;DOVER;19.08.2015 19:55;CALAIS;28
12.08.2015 18:35;DOVER;12.08.2015 21:05;CALAIS;28
19.08.2015 18:35;DOVER;19.08.2015 21:05;CALAIS;28
12.08.2015 20:15;DOVER;12.08.2015 22:45;CALAIS;28
19.08.2015 20:15;DOVER;19.08.2015 22:45;CALAIS;28
12.08.2015 21:20;DOVER;12.08.2015 23:50;CALAIS;28
19.08.2015 21:20;DOVER;19.08.2015 23:50;CALAIS;28
12.08.2015 22:05;DOVER;13.08.2015 00:35;CALAIS;28
19.08.2015 22:05;DOVER;20.08.2015 00:35;CALAIS;28
12.08.2015 23:15;DOVER;13.08.2015 01:45;CALAIS;28
19.08.2015 23:15;DOVER;20.08.2015 01:45;CALAIS;28
13.08.2015 00:50;DOVER;13.08.2015 03:20;CALAIS;28
20.08.2015 00:50;DOVER;20.08.2015 03:20;CALAIS;28
13.08.2015 02:20;DOVER;13.08.2015 04:50;CALAIS;28
20.08.2015 02:20;DOVER;20.08.2015 04:50;CALAIS;28
13.08.2015 03:20;DOVER;13.08.2015 05:50;CALAIS;28
20.08.2015 03:20;DOVER;20.08.2015 05:50;CALAIS;28
13.08.2015 04:20;DOVER;13.08.2015 06:50;CALAIS;28
20.08.2015 04:20;DOVER;20.08.2015 06:50;CALAIS;28
13.08.2015 06:40;DOVER;13.08.2015 09:10;CALAIS;28
20.08.2015 06:40;DOVER;20.08.2015 09:10;CALAIS;28
13.08.2015 07:35;DOVER;13.08.2015 10:05;CALAIS;28
20.08.2015 07:35;DOVER;20.08.2015 10:05;CALAIS;28
13.08.2015 08:25;DOVER;13.08.2015 10:55;CALAIS;28
20.08.2015 08:25;DOVER;20.08.2015 10:55;CALAIS;28
13.08.2015 09:25;DOVER;13.08.2015 11:55;CALAIS;28
20.08.2015 09:25;DOVER;20.08.2015 11:55;CALAIS;28
13.08.2015 11:10;DOVER;13.08.2015 13:40;CALAIS;28
20.08.2015 11:10;DOVER;20.08.2015 13:40;CALAIS;28
13.08.2015 12:05;DOVER;13.08.2015 14:35;CALAIS;28
20.08.2015 12:05;DOVER;20.08.2015 14:35;CALAIS;28
13.08.2015 12:55;DOVER;13.08.2015 15:25;CALAIS;28
20.08.2015 12:55;DOVER;20.08.2015 15:25;CALAIS;28
13.08.2015 13:55;DOVER;13.08.2015 16:25;CALAIS;28
20.08.2015 13:55;DOVER;20.08.2015 16:25;CALAIS;28
13.08.2015 15:40;DOVER;13.08.2015 18:10;CALAIS;28
20.08.2015 15:40;DOVER;20.08.2015 18:10;CALAIS;28
13.08.2015 16:40;DOVER;13.08.2015 19:10;CALAIS;28
20.08.2015 16:40;DOVER;20.08.2015 19:10;CALAIS;28
13.08.2015 17:25;DOVER;13.08.2015 19:55;CALAIS;28
20.08.2015 17:25;DOVER;20.08.2015 19:55;CALAIS;28
13.08.2015 18:35;DOVER;13.08.2015 21:05;CALAIS;28
20.08.2015 18:35;DOVER;20.08.2015 21:05;CALAIS;28
13.08.2015 20:15;DOVER;13.08.2015 22:45;CALAIS;28
20.08.2015 20:15;DOVER;20.08.2015 22:45;CALAIS;28
13.08.2015 21:20;DOVER;13.08.2015 23:50;CALAIS;28
20.08.2015 21:20;DOVER;20.08.2015 23:50;CALAIS;28
13.08.2015 22:05;DOVER;14.08.2015 00:35;CALAIS;28
20.08.2015 22:05;DOVER;21.08.2015 00:35;CALAIS;28
13.08.2015 23:15;DOVER;14.08.2015 01:45;CALAIS;28
20.08.2015 23:15;DOVER;21.08.2015 01:45;CALAIS;28
14.08.2015 00:50;DOVER;14.08.2015 03:20;CALAIS;28
21.08.2015 00:50;DOVER;21.08.2015 03:20;CALAIS;28
14.08.2015 02:20;DOVER;14.08.2015 04:50;CALAIS;28
21.08.2015 02:20;DOVER;21.08.2015 04:50;CALAIS;28
14.08.2015 03:20;DOVER;14.08.2015 05:50;CALAIS;28
21.08.2015 03:20;DOVER;21.08.2015 05:50;CALAIS;28
14.08.2015 04:20;DOVER;14.08.2015 06:50;CALAIS;28
21.08.2015 04:20;DOVER;21.08.2015 06:50;CALAIS;28
14.08.2015 06:40;DOVER;14.08.2015 09:10;CALAIS;28
21.08.2015 06:40;DOVER;21.08.2015 09:10;CALAIS;28
14.08.2015 07:35;DOVER;14.08.2015 10:05;CALAIS;28
21.08.2015 07:35;DOVER;21.08.2015 10:05;CALAIS;28
14.08.2015 08:25;DOVER;14.08.2015 10:55;CALAIS;28
21.08.2015 08:25;DOVER;21.08.2015 10:55;CALAIS;28
14.08.2015 09:25;DOVER;14.08.2015 11:55;CALAIS;28
21.08.2015 09:25;DOVER;21.08.2015 11:55;CALAIS;28
14.08.2015 11:10;DOVER;14.08.2015 13:40;CALAIS;28
21.08.2015 11:10;DOVER;21.08.2015 13:40;CALAIS;28
14.08.2015 12:05;DOVER;14.08.2015 14:35;CALAIS;28
21.08.2015 12:05;DOVER;21.08.2015 14:35;CALAIS;28
14.08.2015 12:55;DOVER;14.08.2015 15:25;CALAIS;28
21.08.2015 12:55;DOVER;21.08.2015 15:25;CALAIS;28
14.08.2015 13:55;DOVER;14.08.2015 16:25;CALAIS;28
21.08.2015 13:55;DOVER;21.08.2015 16:25;CALAIS;28
14.08.2015 15:40;DOVER;14.08.2015 18:10;CALAIS;28
21.08.2015 15:40;DOVER;21.08.2015 18:10;CALAIS;28
14.08.2015 16:40;DOVER;14.08.2015 19:10;CALAIS;28
21.08.2015 16:40;DOVER;21.08.2015 19:10;CALAIS;28
14.08.2015 17:25;DOVER;14.08.2015 19:55;CALAIS;28
21.08.2015 17:25;DOVER;21.08.2015 19:55;CALAIS;28
14.08.2015 18:35;DOVER;14.08.2015 21:05;CALAIS;28
21.08.2015 18:35;DOVER;21.08.2015 21:05;CALAIS;28
14.08.2015 20:15;DOVER;14.08.2015 22:45;CALAIS;28
21.08.2015 20:15;DOVER;21.08.2015 22:45;CALAIS;28
14.08.2015 21:20;DOVER;14.08.2015 23:50;CALAIS;28
21.08.2015 21:20;DOVER;21.08.2015 23:50;CALAIS;28
14.08.2015 22:05;DOVER;15.08.2015 00:35;CALAIS;28
21.08.2015 22:05;DOVER;22.08.2015 00:35;CALAIS;28
14.08.2015 23:15;DOVER;15.08.2015 01:45;CALAIS;28
21.08.2015 23:15;DOVER;22.08.2015 01:45;CALAIS;28
15.08.2015 00:50;DOVER;15.08.2015 03:20;CALAIS;28
22.08.2015 00:50;DOVER;22.08.2015 03:20;CALAIS;28
15.08.2015 03:20;DOVER;15.08.2015 05:50;CALAIS;28
22.08.2015 03:20;DOVER;22.08.2015 05:50;CALAIS;28
15.08.2015 06:40;DOVER;15.08.2015 09:10;CALAIS;28
22.08.2015 06:40;DOVER;22.08.2015 09:10;CALAIS;28
15.08.2015 07:35;DOVER;15.08.2015 10:05;CALAIS;28
22.08.2015 07:35;DOVER;22.08.2015 10:05;CALAIS;28
15.08.2015 08:25;DOVER;15.08.2015 10:55;CALAIS;28
22.08.2015 08:25;DOVER;22.08.2015 10:55;CALAIS;28
15.08.2015 09:25;DOVER;15.08.2015 11:55;CALAIS;28
22.08.2015 09:25;DOVER;22.08.2015 11:55;CALAIS;28
15.08.2015 11:10;DOVER;15.08.2015 13:40;CALAIS;28
22.08.2015 11:10;DOVER;22.08.2015 13:40;CALAIS;28
15.08.2015 12:05;DOVER;15.08.2015 14:35;CALAIS;28
22.08.2015 12:05;DOVER;22.08.2015 14:35;CALAIS;28
15.08.2015 12:55;DOVER;15.08.2015 15:25;CALAIS;28
22.08.2015 12:55;DOVER;22.08.2015 15:25;CALAIS;28
15.08.2015 13:55;DOVER;15.08.2015 16:25;CALAIS;28
22.08.2015 13:55;DOVER;22.08.2015 16:25;CALAIS;28
15.08.2015 15:40;DOVER;15.08.2015 18:10;CALAIS;28
22.08.2015 15:40;DOVER;22.08.2015 18:10;CALAIS;28
15.08.2015 16:40;DOVER;15.08.2015 19:10;CALAIS;28
22.08.2015 16:40;DOVER;22.08.2015 19:10;CALAIS;28
15.08.2015 17:25;DOVER;15.08.2015 19:55;CALAIS;28
22.08.2015 17:25;DOVER;22.08.2015 19:55;CALAIS;28
15.08.2015 18:35;DOVER;15.08.2015 21:05;CALAIS;28
22.08.2015 18:35;DOVER;22.08.2015 21:05;CALAIS;28
15.08.2015 20:15;DOVER;15.08.2015 22:45;CALAIS;28
22.08.2015 20:15;DOVER;22.08.2015 22:45;CALAIS;28
15.08.2015 22:05;DOVER;16.08.2015 00:35;CALAIS;28
22.08.2015 22:05;DOVER;23.08.2015 00:35;CALAIS;28
15.08.2015 23:15;DOVER;16.08.2015 01:45;CALAIS;28
22.08.2015 23:15;DOVER;23.08.2015 01:45;CALAIS;28
16.08.2015 00:50;DOVER;16.08.2015 03:20;CALAIS;28
23.08.2015 00:50;DOVER;23.08.2015 03:20;CALAIS;28
16.08.2015 03:20;DOVER;16.08.2015 05:50;CALAIS;28
23.08.2015 03:20;DOVER;23.08.2015 05:50;CALAIS;28
16.08.2015 06:40;DOVER;16.08.2015 09:10;CALAIS;28
23.08.2015 06:40;DOVER;23.08.2015 09:10;CALAIS;28
16.08.2015 07:35;DOVER;16.08.2015 10:05;CALAIS;28
23.08.2015 07:35;DOVER;23.08.2015 10:05;CALAIS;28
16.08.2015 08:25;DOVER;16.08.2015 10:55;CALAIS;28
23.08.2015 08:25;DOVER;23.08.2015 10:55;CALAIS;28
16.08.2015 09:25;DOVER;16.08.2015 11:55;CALAIS;28
23.08.2015 09:25;DOVER;23.08.2015 11:55;CALAIS;28
16.08.2015 11:10;DOVER;16.08.2015 13:40;CALAIS;28
23.08.2015 11:10;DOVER;23.08.2015 13:40;CALAIS;28
16.08.2015 12:05;DOVER;16.08.2015 14:35;CALAIS;28
23.08.2015 12:05;DOVER;23.08.2015 14:35;CALAIS;28
16.08.2015 12:55;DOVER;16.08.2015 15:25;CALAIS;28
23.08.2015 12:55;DOVER;23.08.2015 15:25;CALAIS;28
16.08.2015 13:55;DOVER;16.08.2015 16:25;CALAIS;28
23.08.2015 13:55;DOVER;23.08.2015 16:25;CALAIS;28
16.08.2015 15:40;DOVER;16.08.2015 18:10;CALAIS;28
23.08.2015 15:40;DOVER;23.08.2015 18:10;CALAIS;28
16.08.2015 16:40;DOVER;16.08.2015 19:10;CALAIS;28
23.08.2015 16:40;DOVER;23.08.2015 19:10;CALAIS;28
16.08.2015 17:25;DOVER;16.08.2015 19:55;CALAIS;28
23.08.2015 17:25;DOVER;23.08.2015 19:55;CALAIS;28
16.08.2015 18:35;DOVER;16.08.2015 21:05;CALAIS;28
23.08.2015 18:35;DOVER;23.08.2015 21:05;CALAIS;28
16.08.2015 20:15;DOVER;16.08.2015 22:45;CALAIS;28
23.08.2015 20:15;DOVER;23.08.2015 22:45;CALAIS;28
16.08.2015 22:05;DOVER;17.08.2015 00:35;CALAIS;28
23.08.2015 22:05;DOVER;24.08.2015 00:35;CALAIS;28
16.08.2015 23:15;DOVER;17.08.2015 01:45;CALAIS;28
23.08.2015 23:15;DOVER;24.08.2015 01:45;CALAIS;28
10.08.2015 15:00;DUBLIN;10.08.2015 23:15;LIVERPOOL;148
17.08.2015 15:00;DUBLIN;17.08.2015 23:15;LIVERPOOL;148
10.08.2015 21:30;DUBLIN;11.08.2015 05:30;LIVERPOOL;148
17.08.2015 21:30;DUBLIN;18.08.2015 05:30;LIVERPOOL;148
11.08.2015 09:00;DUBLIN;11.08.2015 17:00;LIVERPOOL;148
18.08.2015 09:00;DUBLIN;18.08.2015 17:00;LIVERPOOL;148
11.08.2015 15:00;DUBLIN;11.08.2015 23:15;LIVERPOOL;148
18.08.2015 15:00;DUBLIN;18.08.2015 23:15;LIVERPOOL;148
11.08.2015 21:30;DUBLIN;12.08.2015 05:30;LIVERPOOL;148
18.08.2015 21:30;DUBLIN;19.08.2015 05:30;LIVERPOOL;148
12.08.2015 09:00;DUBLIN;12.08.2015 17:00;LIVERPOOL;148
19.08.2015 09:00;DUBLIN;19.08.2015 17:00;LIVERPOOL;148
12.08.2015 15:00;DUBLIN;12.08.2015 23:15;LIVERPOOL;148
19.08.2015 15:00;DUBLIN;19.08.2015 23:15;LIVERPOOL;148
12.08.2015 21:30;DUBLIN;13.08.2015 05:30;LIVERPOOL;148
19.08.2015 21:30;DUBLIN;20.08.2015 05:30;LIVERPOOL;148
13.08.2015 09:00;DUBLIN;13.08.2015 17:00;LIVERPOOL;148
